month,country,stock_code,description,total_quantity,total_revenue,num_transactions,num_customers
2011-09,Spain,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,19.8,1,0
2011-09,Spain,23245,SET OF 3 REGENCY CAKE TINS,4,19.8,1,0
2011-09,Spain,23263,SET OF 3 WOODEN HEART DECORATIONS,12,15,1,0
2011-09,Spain,23266,SET OF 3 WOODEN STOCKING DECORATION,12,15,1,0
2011-09,Spain,23275,SET OF 3 HANGING OWLS OLLIE BEAK,36,45,2,0
2011-09,Spain,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,6.64,1,0
2011-09,Spain,23296,SET OF 6 TEA TIME BAKING CASES,8,10,1,0
2011-09,Spain,23298,SPOTTY BUNTING,27,133.65,2,0
2011-09,Spain,23306,SET OF 36 DOILIES PANTRY DESIGN,12,17.4,1,0
2011-09,Spain,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,13.2,1,0
2011-09,Spain,23308,SET OF 60 VINTAGE LEAF CAKE CASES,24,13.2,1,0
2011-09,Spain,23316,RED REFECTORY CLOCK,2,19.9,1,0
2011-09,Spain,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,9.96,1,0
2011-09,Spain,23354,6 GIFT TAGS 50'S CHRISTMAS,12,9.96,1,0
2011-09,Spain,23356,LOVE HOT WATER BOTTLE,3,17.85,1,0
2011-09,Spain,23388,WOODLAND MINI BACKPACK,4,16.6,1,0
2011-09,Spain,23393,HOME SWEET HOME CUSHION COVER,8,30,1,0
2011-09,Spain,23432,PRETTY HANGING QUILTED HEARTS,36,29.88,1,0
2011-09,Spain,23433,HANGING QUILTED PATCHWORK APPLES,36,29.88,2,0
2011-09,Spain,23445,ICE CREAM BUBBLES,20,16.6,1,0
2011-09,Spain,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,15,1,0
2011-09,Spain,47566,PARTY BUNTING,4,19.8,1,0
2011-09,Spain,47567B,TEA TIME KITCHEN APRON,3,17.85,1,0
2011-09,Spain,48184,DOORMAT ENGLISH ROSE,4,33,1,0
2011-09,Spain,48185,DOORMAT FAIRY CAKE,2,16.5,1,0
2011-09,Spain,48187,DOORMAT NEW ENGLAND,2,16.5,1,0
2011-09,Spain,48188,DOORMAT WELCOME PUPPIES,2,16.5,1,0
2011-09,Spain,48194,DOORMAT HEARTS,2,16.5,1,0
2011-09,Spain,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,13.92,1,0
2011-09,Spain,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,17.4,1,0
2011-09,Spain,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,20.4,1,0
2011-09,Spain,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,10.4,1,0
2011-09,Spain,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,15,1,0
2011-09,Spain,84879,ASSORTED COLOUR BIRD ORNAMENT,48,81.12,1,0
2011-09,Spain,84987,SET OF 36 TEATIME PAPER DOILIES,24,34.8,1,0
2011-09,Spain,84988,SET OF 72 PINK HEART PAPER DOILIES,36,52.2,2,0
2011-09,Spain,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,17.85,1,0
2011-09,Spain,85014B,RED RETROSPOT UMBRELLA,6,35.7,2,0
2011-09,Spain,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,5.04,1,0
2011-09,Spain,85099B,JUMBO BAG RED RETROSPOT,10,20.8,1,0
2011-09,Spain,85114B,IVORY ENCHANTED FOREST PLACEMAT,12,19.8,1,0
2011-09,Spain,85114C,RED ENCHANTED FOREST PLACEMAT,12,19.8,1,0
2011-09,Spain,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,35.4,1,0
2011-09,Spain,85169D,PINK LOVE BIRD CANDLE,12,15,1,0
2011-09,Spain,85178,VICTORIAN SEWING KIT,12,15,1,0
2011-09,Spain,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,10.08,1,0
2011-09,Spain,85204,HANGING WOOD AND FELT FLOWER,96,11.52,1,0
2011-09,Spain,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,10.2,1,0
2011-09,Spain,90013C,GREEN VINTAGE EARRINGS,4,15,1,0
2011-09,Spain,90145,SILVER HOOP EARRINGS WITH FLOWER,2,11.9,1,0
2011-09,Spain,90192,JADE DROP EARRINGS W FILIGREE,3,14.85,1,0
2011-09,Spain,POST,POSTAGE,26,728,8,0
2011-09,Sweden,20719,WOODLAND CHARLOTTE BAG,20,17,1,0
2011-09,Sweden,20724,RED RETROSPOT CHARLOTTE BAG,10,8.5,1,0
2011-09,Sweden,20981,12 PENCILS TALL TUBE WOODLAND,12,10.2,1,0
2011-09,Sweden,21156,RETROSPOT CHILDRENS APRON,16,31.2,1,0
2011-09,Sweden,21210,SET OF 72 RETROSPOT PAPER  DOILIES,204,295.8,2,0
2011-09,Sweden,22090,PAPER BUNTING RETROSPOT,12,35.4,1,0
2011-09,Sweden,22255,FELT TOADSTOOL  SMALL,24,20.4,1,0
2011-09,Sweden,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,35.4,1,0
2011-09,Sweden,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,17.7,1,0
2011-09,Sweden,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,30.6,1,0
2011-09,Sweden,22378,WALL TIDY RETROSPOT,5,10.5,1,0
2011-09,Sweden,22492,MINI PAINT SET VINTAGE,576,374.4,1,0
2011-09,Sweden,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,10.08,1,0
2011-09,Sweden,22865,HAND WARMER OWL DESIGN,12,25.2,1,0
2011-09,Sweden,22867,HAND WARMER BIRD DESIGN,12,25.2,1,0
2011-09,Sweden,22907,PACK OF 20 NAPKINS PANTRY DESIGN,96,81.6,1,0
2011-09,Sweden,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,65.28,1,0
2011-09,Sweden,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,132,1,0
2011-09,Sweden,22952,60 CAKE CASES VINTAGE CHRISTMAS,240,132,1,0
2011-09,Sweden,22961,JAM MAKING SET PRINTED,192,278.4,1,0
2011-09,Sweden,23076,ICE CREAM SUNDAE LIP GLOSS,24,30,1,0
2011-09,Sweden,23236,STORAGE TIN VINTAGE DOILY,144,416.16,1,0
2011-09,Sweden,23241,TREASURE TIN GYMKHANA DESIGN,144,299.52,1,0
2011-09,Sweden,23242,TREASURE TIN BUFFALO BILL,144,299.52,1,0
2011-09,Sweden,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,15,1,0
2011-09,Sweden,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,106.24,1,0
2011-09,Sweden,23297,SET 40 HEART SHAPE PETIT FOUR CASES,480,792,1,0
2011-09,Sweden,23298,SPOTTY BUNTING,9,44.55,1,0
2011-09,Sweden,23306,SET OF 36 DOILIES PANTRY DESIGN,144,208.8,1,0
2011-09,Sweden,23310,BUBBLEGUM RING ASSORTED,720,302.4,1,0
2011-09,Sweden,23368,SET 12 COLOUR PENCILS DOLLY GIRL,16,10.4,1,0
2011-09,Sweden,23374,RED SPOT PAPER GIFT BAG,200,164,1,0
2011-09,Sweden,23392,SPACEBOY ROCKET LOLLY MAKERS,48,99.84,1,0
2011-09,Sweden,23508,MINI PLAYING CARDS DOLLY GIRL,20,8.4,1,0
2011-09,Sweden,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,83.52,1,0
2011-09,Sweden,POST,POSTAGE,2,58,2,0
2011-09,Switzerland,10125,MINI FUNKY DESIGN TAPES,20,17,1,0
2011-09,Switzerland,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2.88,1,0
2011-09,Switzerland,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,12.6,1,0
2011-09,Switzerland,16236,KITTY PENCIL ERASERS,28,5.88,1,0
2011-09,Switzerland,16237,SLEEPING CAT ERASERS,30,6.3,1,0
2011-09,Switzerland,20674,GREEN POLKADOT BOWL,16,20,1,0
2011-09,Switzerland,20675,BLUE POLKADOT BOWL,88,96.32,2,0
2011-09,Switzerland,20676,RED RETROSPOT BOWL,88,96.32,2,0
2011-09,Switzerland,20712,JUMBO BAG WOODLAND ANIMALS,100,179,1,0
2011-09,Switzerland,20719,WOODLAND CHARLOTTE BAG,110,80.5,2,0
2011-09,Switzerland,20723,STRAWBERRY CHARLOTTE BAG,100,72,1,0
2011-09,Switzerland,20724,RED RETROSPOT CHARLOTTE BAG,100,72,1,0
2011-09,Switzerland,20728,LUNCH BAG CARS BLUE,20,33,1,0
2011-09,Switzerland,20733,GOLD MINI TAPE MEASURE,10,8.5,1,0
2011-09,Switzerland,20749,ASSORTED COLOUR MINI CASES,2,15.9,1,0
2011-09,Switzerland,20750,RED RETROSPOT MINI CASES,2,15.9,1,0
2011-09,Switzerland,20866,BLUE ROSE FABRIC MIRROR,60,75,1,0
2011-09,Switzerland,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,81.6,1,0
2011-09,Switzerland,20977,36 PENCILS TUBE WOODLAND,16,20,1,0
2011-09,Switzerland,20981,12 PENCILS TALL TUBE WOODLAND,24,20.4,1,0
2011-09,Switzerland,20982,12 PENCILS TALL TUBE SKULLS,12,10.2,1,0
2011-09,Switzerland,21212,PACK OF 72 RETROSPOT CAKE CASES,120,50.4,1,0
2011-09,Switzerland,21242,RED RETROSPOT PLATE,16,27.04,1,0
2011-09,Switzerland,21245,GREEN POLKADOT PLATE,16,27.04,1,0
2011-09,Switzerland,21251,DINOSAUR HEIGHT CHART STICKER SET,6,17.7,1,0
2011-09,Switzerland,21253,SET OF PICTURE FRAME  STICKERS,6,17.7,1,0
2011-09,Switzerland,21394,RED POLKADOT BEAKER,48,18.72,1,0
2011-09,Switzerland,21429,RED GINGHAM ROSE JEWELLERY BOX,16,31.2,1,0
2011-09,Switzerland,21446,12 RED ROSE PEG PLACE SETTINGS,60,75,1,0
2011-09,Switzerland,21481,FAWN BLUE HOT WATER BOTTLE,42,144.54,2,0
2011-09,Switzerland,21506,"FANCY FONT BIRTHDAY CARD,",12,5.04,1,0
2011-09,Switzerland,21675,BUTTERFLIES STICKERS,36,30.6,2,0
2011-09,Switzerland,21676,FLOWERS  STICKERS,12,10.2,1,0
2011-09,Switzerland,21677,HEARTS  STICKERS,12,10.2,1,0
2011-09,Switzerland,21678,PAISLEY PATTERN  STICKERS,12,10.2,1,0
2011-09,Switzerland,21680,WOODLAND  STICKERS,180,153,3,0
2011-09,Switzerland,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,19.8,1,0
2011-09,Switzerland,21719,LOVELY BONBON STICKER SHEET,24,20.4,2,0
2011-09,Switzerland,21724,PANDA AND BUNNIES STICKER SHEET,12,10.2,1,0
2011-09,Switzerland,21731,RED TOADSTOOL LED NIGHT LIGHT,36,59.4,1,0
2011-09,Switzerland,21770,OPEN CLOSED METAL SIGN,36,153,1,0
2011-09,Switzerland,21880,RED RETROSPOT TAPE,12,7.8,1,0
2011-09,Switzerland,21882,SKULLS TAPE,12,7.8,1,0
2011-09,Switzerland,21883,STARS GIFT TAPE,12,7.8,1,0
2011-09,Switzerland,21906,PHARMACIE FIRST AID TIN,32,190.4,1,0
2011-09,Switzerland,21990,MODERN FLORAL STATIONERY SET,24,30,1,0
2011-09,Switzerland,21992,VINTAGE PAISLEY STATIONERY SET,12,15,1,0
2011-09,Switzerland,21993,FLORAL FOLK STATIONERY SET,12,15,1,0
2011-09,Switzerland,22026,BANQUET BIRTHDAY  CARD,12,5.04,1,0
2011-09,Switzerland,22039,BOTANICAL LILY GIFT WRAP,100,42,1,0
2011-09,Switzerland,22075,6 RIBBONS ELEGANT CHRISTMAS,12,19.8,1,0
2011-09,Switzerland,22078,RIBBON REEL LACE DESIGN,10,21,1,0
2011-09,Switzerland,22080,RIBBON REEL POLKADOTS,10,16.5,1,0
2011-09,Switzerland,22090,PAPER BUNTING RETROSPOT,6,17.7,1,0
2011-09,Switzerland,22138,BAKING SET 9 PIECE RETROSPOT,3,14.85,1,0
2011-09,Switzerland,22139,RETROSPOT TEA SET CERAMIC 11 PC,30,131.7,3,0
2011-09,Switzerland,22174,PHOTO CUBE,12,19.8,1,0
2011-09,Switzerland,22182,CAKE STAND VICTORIAN FILIGREE SMALL,4,19.8,1,0
2011-09,Switzerland,22326,ROUND SNACK BOXES SET OF4 WOODLAND,66,175.5,3,0
2011-09,Switzerland,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,17.7,1,0
2011-09,Switzerland,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,19.8,1,0
2011-09,Switzerland,22331,WOODLAND PARTY BAG + STICKER SET,8,13.2,1,0
2011-09,Switzerland,22382,LUNCH BAG SPACEBOY DESIGN,10,16.5,1,0
2011-09,Switzerland,22384,LUNCH BAG PINK POLKADOT,20,33,1,0
2011-09,Switzerland,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,4.68,1,0
2011-09,Switzerland,22398,MAGNETS PACK OF 4 SWALLOWS,12,4.68,1,0
2011-09,Switzerland,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,15,1,0
2011-09,Switzerland,22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,4.68,1,0
2011-09,Switzerland,22423,REGENCY CAKESTAND 3 TIER,18,200.7,2,0
2011-09,Switzerland,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,17.7,1,0
2011-09,Switzerland,22452,MEASURING TAPE BABUSHKA PINK,6,17.7,1,0
2011-09,Switzerland,22453,MEASURING TAPE BABUSHKA BLUE,6,17.7,1,0
2011-09,Switzerland,22467,GUMBALL COAT RACK,6,15.3,1,0
2011-09,Switzerland,22489,PACK OF 12 TRADITIONAL CRAYONS,24,10.08,1,0
2011-09,Switzerland,22494,EMERGENCY FIRST AID TIN,36,45,1,0
2011-09,Switzerland,22551,PLASTERS IN TIN SPACEBOY,24,39.6,2,0
2011-09,Switzerland,22554,PLASTERS IN TIN WOODLAND ANIMALS,120,178.8,3,0
2011-09,Switzerland,22555,PLASTERS IN TIN STRONGMAN,12,19.8,1,0
2011-09,Switzerland,22556,PLASTERS IN TIN CIRCUS PARADE,24,39.6,2,0
2011-09,Switzerland,22558,CLOTHES PEGS RETROSPOT PACK 24,48,69.6,1,0
2011-09,Switzerland,22585,PACK OF 6 BIRDY GIFT TAGS,24,30,1,0
2011-09,Switzerland,22613,PACK OF 20 SPACEBOY NAPKINS,12,10.2,1,0
2011-09,Switzerland,22628,PICNIC BOXES SET OF 3 RETROSPOT,12,59.4,2,0
2011-09,Switzerland,22630,DOLLY GIRL LUNCH BOX,12,23.4,1,0
2011-09,Switzerland,22631,CIRCUS PARADE LUNCH BOX,12,23.4,1,0
2011-09,Switzerland,22632,HAND WARMER RED RETROSPOT,96,177.6,1,0
2011-09,Switzerland,22653,BUTTON BOX,10,19.5,1,0
2011-09,Switzerland,22668,PINK BABY BUNTING,50,127.5,1,0
2011-09,Switzerland,22704,WRAP RED APPLES,25,10.5,1,0
2011-09,Switzerland,22705,WRAP GREEN PEARS,25,10.5,1,0
2011-09,Switzerland,22711,WRAP CIRCUS PARADE,25,10.5,1,0
2011-09,Switzerland,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,72,179.28,1,0
2011-09,Switzerland,22736,RIBBON REEL MAKING SNOWMEN,20,33,2,0
2011-09,Switzerland,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,17.7,1,0
2011-09,Switzerland,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,17.7,1,0
2011-09,Switzerland,22744,MAKE YOUR OWN MONSOON CARD KIT,6,17.7,1,0
2011-09,Switzerland,22752,SET 7 BABUSHKA NESTING BOXES,4,34,1,0
2011-09,Switzerland,22778,GLASS CLOCHE SMALL,4,15.8,1,0
2011-09,Switzerland,22784,LANTERN CREAM GAZEBO,12,51,1,0
2011-09,Switzerland,22809,SET OF 6 T-LIGHTS SANTA,6,17.7,1,0
2011-09,Switzerland,22810,SET OF 6 T-LIGHTS SNOWMEN,6,17.7,1,0
2011-09,Switzerland,22863,SOAP DISH BROCANTE,8,23.6,1,0
2011-09,Switzerland,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,10.2,1,0
2011-09,Switzerland,22941,CHRISTMAS LIGHTS 10 REINDEER,4,34,1,0
2011-09,Switzerland,22942,CHRISTMAS LIGHTS 10 SANTAS,2,17,1,0
2011-09,Switzerland,22961,JAM MAKING SET PRINTED,12,17.4,1,0
2011-09,Switzerland,22979,PANTRY WASHING UP BRUSH,12,17.4,1,0
2011-09,Switzerland,22986,WRAP GINGHAM ROSE,25,10.5,1,0
2011-09,Switzerland,23007,SPACEBOY BABY GIFT SET,6,89.7,1,0
2011-09,Switzerland,23008,DOLLY GIRL BABY GIFT SET,8,123.6,2,0
2011-09,Switzerland,23076,ICE CREAM SUNDAE LIP GLOSS,24,30,1,0
2011-09,Switzerland,23100,SILVER BELLS TABLE DECORATION,12,15,1,0
2011-09,Switzerland,23101,SILVER STARS TABLE DECORATION,12,9.96,1,0
2011-09,Switzerland,23108,SET OF 10 LED DOLLY LIGHTS,36,194.04,1,0
2011-09,Switzerland,23112,PARISIENNE CURIO CABINET,12,79.8,1,0
2011-09,Switzerland,23173,REGENCY TEAPOT ROSES,2,19.9,1,0
2011-09,Switzerland,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,16.5,1,0
2011-09,Switzerland,23229,VINTAGE DONKEY TAIL GAME,6,22.5,1,0
2011-09,Switzerland,23234,BISCUIT TIN VINTAGE CHRISTMAS,36,89.64,1,0
2011-09,Switzerland,23236,STORAGE TIN VINTAGE DOILY,12,34.68,2,0
2011-09,Switzerland,23240,SET OF 4 KNICK KNACK TINS DOILY,12,49.8,2,0
2011-09,Switzerland,23245,SET OF 3 REGENCY CAKE TINS,72,305.2,2,0
2011-09,Switzerland,23255,CHILDRENS CUTLERY CIRCUS PARADE,72,270,1,0
2011-09,Switzerland,23280,FOLDING BUTTERFLY MIRROR HOT PINK,12,9.96,1,0
2011-09,Switzerland,23289,DOLLY GIRL CHILDRENS BOWL,32,40,1,0
2011-09,Switzerland,23290,SPACEBOY CHILDRENS BOWL,32,40,1,0
2011-09,Switzerland,23291,DOLLY GIRL CHILDRENS CUP,24,30,1,0
2011-09,Switzerland,23292,SPACEBOY CHILDRENS CUP,24,30,1,0
2011-09,Switzerland,23298,SPOTTY BUNTING,60,257,3,0
2011-09,Switzerland,23299,FOOD COVER WITH BEADS SET 2,6,22.5,1,0
2011-09,Switzerland,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,48,79.2,1,0
2011-09,Switzerland,23388,WOODLAND MINI BACKPACK,36,149.4,3,0
2011-09,Switzerland,23389,SPACEBOY MINI BACKPACK,24,99.6,3,0
2011-09,Switzerland,23390,DOLLY GIRL MINI BACKPACK,4,16.6,1,0
2011-09,Switzerland,23432,PRETTY HANGING QUILTED HEARTS,132,109.56,2,0
2011-09,Switzerland,23433,HANGING QUILTED PATCHWORK APPLES,12,9.96,1,0
2011-09,Switzerland,23548,WRAP MAGIC FOREST,25,10.5,1,0
2011-09,Switzerland,23551,PACK OF 12 PAISLEY PARK TISSUES,24,9.36,1,0
2011-09,Switzerland,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,24,9.36,1,0
2011-09,Switzerland,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,16.35,1,0
2011-09,Switzerland,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,15.6,1,0
2011-09,Switzerland,79190D,RETRO PLASTIC DAISY TRAY,15,6.3,1,0
2011-09,Switzerland,79191C,RETRO PLASTIC ELEPHANT TRAY,12,10.2,1,0
2011-09,Switzerland,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,90,1,0
2011-09,Switzerland,84378,SET OF 3 HEART COOKIE CUTTERS,36,52.2,1,0
2011-09,Switzerland,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,20.4,1,0
2011-09,Switzerland,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,47,39.95,1,0
2011-09,Switzerland,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,20.28,1,0
2011-09,Switzerland,84876B,GREEN HEART COMPACT MIRROR,24,30,1,0
2011-09,Switzerland,84968E,SET OF 16 VINTAGE BLACK CUTLERY,24,262.8,1,0
2011-09,Switzerland,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,17.85,1,0
2011-09,Switzerland,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,5.04,1,0
2011-09,Switzerland,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,15,1,0
2011-09,Switzerland,85049C,ROMANTIC PINKS RIBBONS,24,30,1,0
2011-09,Switzerland,85049E,SCANDINAVIAN REDS RIBBONS,72,90,1,0
2011-09,Switzerland,85053,FRENCH ENAMEL CANDLEHOLDER,6,12.6,1,0
2011-09,Switzerland,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,81.6,1,0
2011-09,Switzerland,85176,SEWING SUSAN 21 NEEDLE SET,12,10.2,1,0
2011-09,Switzerland,POST,POSTAGE,19,760,4,0
2011-09,United Arab Emirates,20984,12 PENCILS TALL TUBE POSY,12,3.48,1,0
2011-09,United Arab Emirates,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,17.4,1,0
2011-09,United Arab Emirates,21984,PACK OF 12 PINK PAISLEY TISSUES,24,6.96,1,0
2011-09,United Arab Emirates,22027,TEA PARTY BIRTHDAY CARD,12,5.04,1,0
2011-09,United Arab Emirates,22028,PENNY FARTHING BIRTHDAY CARD,12,5.04,1,0
2011-09,United Arab Emirates,22037,ROBOT BIRTHDAY CARD,12,5.04,1,0
2011-09,United Arab Emirates,22045,SPACEBOY GIFT WRAP,25,10.5,1,0
2011-09,United Arab Emirates,22076,6 RIBBONS EMPIRE,12,19.8,1,0
2011-09,United Arab Emirates,22077,6 RIBBONS RUSTIC CHARM,12,19.8,1,0
2011-09,United Arab Emirates,22092,BLUE PAISLEY TISSUE BOX,36,14.04,1,0
2011-09,United Arab Emirates,22139,RETROSPOT TEA SET CERAMIC 11 PC,12,59.4,1,0
2011-09,United Arab Emirates,22418,10 COLOUR SPACEBOY PEN,24,20.4,1,0
2011-09,United Arab Emirates,22423,REGENCY CAKESTAND 3 TIER,12,153,1,0
2011-09,United Arab Emirates,22492,MINI PAINT SET VINTAGE,36,23.4,1,0
2011-09,United Arab Emirates,22507,MEMO BOARD RETROSPOT  DESIGN,4,19.8,1,0
2011-09,United Arab Emirates,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,19.8,1,0
2011-09,United Arab Emirates,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,19.8,1,0
2011-09,United Arab Emirates,22582,PACK OF 6 SWEETIE GIFT BOXES,6,15.3,1,0
2011-09,United Arab Emirates,22629,SPACEBOY LUNCH BOX,12,23.4,1,0
2011-09,United Arab Emirates,22630,DOLLY GIRL LUNCH BOX,12,23.4,1,0
2011-09,United Arab Emirates,22955,36 FOIL STAR CAKE CASES,6,12.6,1,0
2011-09,United Arab Emirates,22962,JAM JAR WITH PINK LID,12,10.2,1,0
2011-09,United Arab Emirates,22963,JAM JAR WITH GREEN LID,24,20.4,1,0
2011-09,United Arab Emirates,23007,SPACEBOY BABY GIFT SET,6,89.7,1,0
2011-09,United Arab Emirates,23008,DOLLY GIRL BABY GIFT SET,6,89.7,1,0
2011-09,United Arab Emirates,23009,I LOVE LONDON BABY GIFT SET,6,89.7,1,0
2011-09,United Arab Emirates,23231,WRAP  VINTAGE DOILY,25,10.5,1,0
2011-09,United Arab Emirates,23238,SET OF 4 KNICK KNACK TINS LONDON,6,24.9,1,0
2011-09,United Arab Emirates,23240,SET OF 4 KNICK KNACK TINS DOILY,6,24.9,1,0
2011-09,United Arab Emirates,23245,SET OF 3 REGENCY CAKE TINS,4,19.8,1,0
2011-09,United Arab Emirates,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,6.64,1,0
2011-09,United Arab Emirates,23294,SET OF 6 SNACK LOAF BAKING CASES,8,6.64,1,0
2011-09,United Arab Emirates,23296,SET OF 6 TEA TIME BAKING CASES,8,10,1,0
2011-09,United Arab Emirates,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,14.94,1,0
2011-09,United Arab Emirates,23319,BOX OF 6 MINI 50'S CRACKERS,6,14.94,1,0
2011-09,United Arab Emirates,23320,GIANT 50'S CHRISTMAS CRACKER,12,34.68,1,0
2011-09,United Arab Emirates,23546,WRAP PAISLEY PARK,25,10.5,1,0
2011-09,United Arab Emirates,POST,POSTAGE,1,37.5,1,0
2011-09,United Kingdom,10080,GROOVY CACTUS INFLATABLE,60,23.4,4,0
2011-09,United Kingdom,10120,DOGGY RUBBER,10,2.1,4,0
2011-09,United Kingdom,10124G,ARMY CAMO BOOKCOVER TAPE,4,1.68,1,0
2011-09,United Kingdom,10125,MINI FUNKY DESIGN TAPES,40,34,2,0
2011-09,United Kingdom,10133,COLOURING PENCILS BROWN TUBE,207,92.27,9,0
2011-09,United Kingdom,10135,COLOURING PENCILS BROWN TUBE,70,99.6,11,0
2011-09,United Kingdom,11001,ASSTD DESIGN RACING CAR PEN,64,112.96,8,0
2011-09,United Kingdom,15030,FAN BLACK FRAME,3,0.87,1,0
2011-09,United Kingdom,15034,PAPER POCKET TRAVELING FAN,346,53.27,13,0
2011-09,United Kingdom,15036,ASSORTED COLOURS SILK FAN,391,353.65,24,0
2011-09,United Kingdom,15039,SANDALWOOD FAN,60,54.9,7,0
2011-09,United Kingdom,15044A,PINK PAPER PARASOL,32,102.92,7,0
2011-09,United Kingdom,15044B,BLUE PAPER PARASOL,6,17.7,2,0
2011-09,United Kingdom,15044C,PURPLE PAPER PARASOL,25,79.43,6,0
2011-09,United Kingdom,15044D,RED PAPER PARASOL,95,251.45,6,0
2011-09,United Kingdom,15056BL,EDWARDIAN PARASOL BLACK,228,1299.42,27,0
2011-09,United Kingdom,15056N,EDWARDIAN PARASOL NATURAL,270,1577.64,34,0
2011-09,United Kingdom,15056P,EDWARDIAN PARASOL PINK,27,160.65,13,0
2011-09,United Kingdom,15056bl,EDWARDIAN PARASOL BLACK,8,99.68,5,0
2011-09,United Kingdom,15056n,EDWARDIAN PARASOL NATURAL,10,124.6,4,0
2011-09,United Kingdom,15056p,EDWARDIAN PARASOL PINK,1,12.46,1,0
2011-09,United Kingdom,15058A,BLUE POLKADOT GARDEN PARASOL,5,48.27,4,0
2011-09,United Kingdom,15058B,PINK POLKADOT GARDEN PARASOL,7,72.69,6,0
2011-09,United Kingdom,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,40.32,3,0
2011-09,United Kingdom,15060B,FAIRY CAKE DESIGN UMBRELLA,49,201.91,14,0
2011-09,United Kingdom,15060b,FAIRY CAKE DESIGN UMBRELLA,1,8.29,1,0
2011-09,United Kingdom,16008,SMALL FOLDING SCISSOR(POINTED EDGE),220,26.4,9,0
2011-09,United Kingdom,16011,ANIMAL STICKERS,48,10.08,2,0
2011-09,United Kingdom,16012,FOOD/DRINK SPONGE STICKERS,24,5.04,1,0
2011-09,United Kingdom,16014,SMALL CHINESE STYLE SCISSOR,1001,320.42,2,0
2011-09,United Kingdom,16016,LARGE CHINESE STYLE SCISSOR,10,8.5,1,0
2011-09,United Kingdom,16045,POPART WOODEN PENCILS ASST,1200,48,8,0
2011-09,United Kingdom,16048,TEATIME ROUND PENCIL SHARPENER,145,18.11,6,0
2011-09,United Kingdom,16054,POPART RECT PENCIL SHARPENER ASST,110,13.2,3,0
2011-09,United Kingdom,16156L,WRAP CAROUSEL,25,10.5,1,0
2011-09,United Kingdom,16156S,WRAP PINK FAIRY CAKES,375,157.5,14,0
